tweet_id,conversation_id,author_id,created_at,text
723521076446142465,723521076446142465,18565988,2016-04-22 14:37:21+00:00,When your two favorite landmarks...go purple in honor of the world missing Prince...beautiful: _http
552791196247269378,552791196247269378,2097571,2015-01-07 11:37:46+00:00,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. _http"
544520273718812672,544520273718812672,100629223,2014-12-15 15:52:04+00:00,Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds _http
755439197125767169,755439197125767169,51241574,2016-07-19 16:28:34+00:00,Ohio police say an officer was served a sandwich containing glass shards at a restaurant. _http
525068915068923904,525068915068923904,17820367,2014-10-22 23:39:19+00:00,***EXCLUSIVE*** Michael Zahaf-Bibeau caught on a #DASHCAM model sold at _http #OttawaShooting _http
693041285087756288,693041285087756288,742143,2016-01-29 12:01:33+00:00,Saliha is one of the first women ever to stand for election in Saudi Arabia: watch her story _http _http
641050980985999360,641050980985999360,18856867,2015-09-08 00:50:38+00:00,"Happy ""$15 Minimum Wage"" Labor Day From McDonalds _http"
692845716826300418,692845716826300418,30313925,2016-01-28 23:04:25+00:00,"Today, the @user took steps to expand paid leave for military moms and dads → _http _http"
688752927381581824,688752927381581824,30313925,2016-01-17 16:01:08+00:00,"""Today’s progress...these things are a reminder of what we can achieve when we lead with strength and wisdom."" —@POTUS on progress with Iran"
552984502063337472,552984502063337472,380648579,2015-01-08 00:25:53+00:00,#UPDATE Three men including two brothers identified in France newspaper attack: source _http #JeSuisCharlie #CharlieHebdo
692735698349199360,692735698349199360,5402612,2016-01-28 15:47:15+00:00,"North Korea 'planning some kind of rocket launch' US officials say, citing increased activity at test site _http"
676718762830221312,676718762830221312,13049362,2015-12-15 11:01:40+00:00,Texas plumber sues car dealership after his truck winds up in ISIS video: _http _http
656202544331517952,656202544331517952,8953122,2015-10-19 20:17:32+00:00,"No, Internet, CNN did not delete its poll showing Bernie Sanders won the Democratic debate. _http _http"
553586860334010368,553586860334010368,1299769218,2015-01-09 16:19:27+00:00,#CharlieHebdo killers shot dead by police
714503380476026880,714503380476026880,19310250,2016-03-28 17:24:15+00:00,Open Letter to Trump Voters from His Top Strategist-Turned-Defector - AMAZING First Person Account _http via @user
748558349139058688,748558349139058688,272114651,2016-06-30 16:46:32+00:00,OBAMA Cuts MILITARY PAY 4Third Year In A Row #isis 2nd terrorist attack in a week #WakeUpAmerica R u ok w this? #2A _http
524959809402331137,524959809402331137,428333,2014-10-22 16:25:46+00:00,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: _http
760928376668454912,760928376668454912,70468535,2016-08-03 20:00:37+00:00,"Before Hillary Clinton, there was Victoria Woodhull, a pro-life feminist who ran and was nominated for president. _http"
652783670370115585,652783670370115585,2425231,2015-10-10 09:52:09+00:00,"Steve Jobs was adopted. His biological father was Abdulfattah Jandali, a Syrian Muslim."
674301960787505153,674301960787505153,2513748687,2015-12-08 18:58:10+00:00,DONALD TRUMP HAS BEEN DISQUALIFIED FOR RUNNING FOR PRESIDENT _http
552834961762709505,552834961762709505,64643056,2015-01-07 14:31:40+00:00,Paris Manhunt: 3 #CharlieHebdo attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large _http
675490515748425728,675490515748425728,251881119,2015-12-12 01:41:03+00:00,America's first Muslim Female Judge; Carolyn Walker-Diallo. _http
766541461189832704,766541461189832704,5402612,2016-08-19 07:45:00+00:00,"A boy dies after being bitten by a dog in Essex, with a woman arrested for allowing a dog to be out of control _http"
633949800761700352,633949800761700352,13850422,2015-08-19 10:33:05+00:00,CNN/ORC Poll: Donald Trump now competitive in general election _http via @user _http
614610102927147008,614610102927147008,249293918,2015-06-27 01:44:02+00:00,bro there's either a black president in a rainbow whitehouse or i'm having the best trip ever
761999790892806144,761999790892806144,30313925,2016-08-06 18:58:02+00:00,“Our team boasts the most women who have ever competed for any nation at any Olympic Games.” —@POTUS on @user: _http
612841482823729152,612841482823729152,487600344,2015-06-22 04:36:10+00:00,"BREAKING NEWS
Campaign Donations Link top GOP contenders to #DylannRoof. #TedCruz returns $8k.
_http _http"
544518335019229184,544518335019229184,491960101,2014-12-15 15:44:22+00:00,#BREAKING: At least two people have died following the #SydneySiege. 5 people are being treated by paramedics.
544476808566276097,544476808566276097,7587032,2014-12-15 12:59:21+00:00,TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. _http _http
674263945172119552,674263945172119552,14780915,2015-12-08 16:27:06+00:00,1.15 million Americans have been killed by guns since John Lennon's death _http _http
688755462783782912,688755462783782912,30313925,2016-01-17 16:11:13+00:00,"""When Americans are freed and reunited with their families, that’s something we can all celebrate."" —@POTUS _http"
524941132237910016,524941132237910016,36730252,2014-10-22 15:11:33+00:00,Here's that dramatic video via @user of shots fired inside parliament building: _http #Ottawa #shooting
650128194209730561,650128194209730561,807095,2015-10-03 02:00:14+00:00,An openly gay man said that he and his partner met with Pope Francis a day before Kim Davis did _http
660466342038867969,660466342038867969,3224780809,2015-10-31 14:40:21+00:00,"Calling #Anonymous Collective to fire at all #KKK &amp; affiliated sources on NOV 16. 
_http 
#OpKKK #HoodsOff 
Retweet/share"
692803280238419971,692803280238419971,6017542,2016-01-28 20:15:48+00:00,USGS: Sonic boom confirmed in New Jersey area after reports of shaking; cause not immediately known _http
688428083540553728,688428083540553728,14934818,2016-01-16 18:30:20+00:00,Remembering the talented singer Aaliyah on what would have been her 37th birthday: _http _http
626898253900943360,626898253900943360,524657792,2015-07-30 23:32:45+00:00,Everyone mad at Bruce for his sex change but no one gave ashit about that nerd minkus changing into Chanel west coast _http
693648684857323521,693648684857323521,2883841,2016-01-31 04:15:08+00:00,Spoiler alert: Leo and Kate were ridiculously cute together at the 2016 #SAGAwards. _http _http
715255507506892800,715253497462145024,8839632,2016-03-30 19:12:56+00:00,"UPDATE: Donald Trump advocates abortion ban and ""some form of punishment"" for women who have an abortion. _http - @user"
697992796565741569,697992796565741569,213291472,2016-02-12 03:57:05+00:00,Nevada focus group of #PBSdebate says @user won tonight's debate by a 25 to 9 margin.
693573781730783232,693573781730783232,2557521,2016-01-30 23:17:30+00:00,"Ooh, baby! Dickie V loved this reverse dunk by Ben Simmons.

LSU's up double-digits on No. 1 Oklahoma: _http"
692752491482615808,692752491482615808,428333,2016-01-28 16:53:59+00:00,"31 ""travel-associated"" cases of Zika virus reported in 11 U.S. states + D.C. this year and last, CDC says. _http"
687274510643511296,687274510643511296,8936082,2016-01-13 14:06:26+00:00,"The Oregon militia idiots would like you to stop mailing them dildos, please _http _http"
693185853867294721,693185853867294721,759251,2016-01-29 21:36:00+00:00,"Meet Quasimodo, the dog with the short spine _http _http"
765612862681255936,765612862681255936,11350892,2016-08-16 18:15:05+00:00,"@user season 13 will focus on the ""Originals"" _http #GreysAnatomy _http"
693080409282846720,693080409282846720,759251,2016-01-29 14:37:01+00:00,@user will make his latest push to advance equal pay for women today _http _http
725174535897620481,725174535897620481,33529092,2016-04-27 04:07:37+00:00,More than 700000 boycott Target over transgender _http #LGBTQ  #tcot #BathroomBill #pjnet _http
524969201102901248,524969201102901248,19636948,2014-10-22 17:03:05+00:00,"MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings
_http _http"
524944399890124801,524944399890124801,19038934,2014-10-22 15:24:32+00:00,Recap: Gunman shot dead inside Parliament buildings; police believe there may be others on loose. Cdn soldier shot earlier at War Memorial.
690376107825192960,690376107825192960,30313925,2016-01-22 03:31:05+00:00,Happy #NationalHugDay! _http
726190016435728385,726190016435728385,457984599,2016-04-29 23:22:46+00:00,"Target Boycott Crosses 1 Million Signers, Stock Sinks by $1.5 Billion _http"
724348906096590849,724348906096590849,1367531,2016-04-24 21:26:51+00:00,"340,000 Pledge to Boycott @user over Transgender Bathroom Policy _http _http"
757367391202471937,757367391202471937,15164565,2016-07-25 00:10:31+00:00,"""Laziness is a trait in blacks,"" 1991 book quotes Trump as saying: _http _http"
553476490315431937,553476490315431937,15438913,2015-01-09 09:00:53+00:00,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects _http _http
553535829017370625,553535829017370625,1994321,2015-01-09 12:56:40+00:00,#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) _http #Vincennes _http
614891047886434304,614891047886434304,15164565,2015-06-27 20:20:24+00:00,The White House was lit up with rainbow lights to celebrate marriage equality: _http _http
614594195479752704,614594195479752704,8839632,2015-06-27 00:40:49+00:00,White House lit in rainbow colors after today's historic Supreme Court ruling #SCOTUSMarriage _http
749286768554438658,749286768554438658,759251,2016-07-02 17:01:01+00:00,What's the No. 1 killer of Americans? These rankings have changed little over the years _http _http
552785375161499649,552785375161499649,16973333,2015-01-07 11:14:38+00:00,BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo _http
693571567377342466,693571567377342466,28785486,2016-01-30 23:08:42+00:00,"Anne Frank's stepsister says Trump ""is acting like another Hitler"": _http _http"
740748123581087745,740748123581087745,60113766,2016-06-09 03:31:29+00:00,First female candidate for President was NOT @user it was Victoria Woodhull in 1872 #NHPolitics #tcot _http
674244561519161344,674244561519161344,972651,2015-12-08 15:10:04+00:00,"""You're increasingly compared to Hitler. Does that bother you?""

Trump: ""No."" 

_http"
640118021101604864,640118021101604864,20562637,2015-09-05 11:03:23+00:00,The insane reason why Chinese drivers intentionally kill pedestrians they hit — via @user _http _http
682996350909157376,682996350909157376,14138785,2016-01-01 18:46:34+00:00,Turkey's president says all he wants is same powers as Hitler _http _http
614605997953404929,614605997953404929,51241574,2015-06-27 01:27:43+00:00,White House lit in rainbow colors after high court's gay marriage ruling (with photo)  _http
752965545528528898,752965545528528898,14499829,2016-07-12 20:39:10+00:00,Homicide is among the top five causes of death in adolescents _http #ENDviolence _http
732004388181434368,732004388181434368,27500565,2016-05-16 00:27:00+00:00,Target’s new transgender policy raises all sorts of questions. _http
613404935003217920,613404935003217920,14511951,2015-06-23 17:55:07+00:00,Cops bought the alleged church shooter Burger King hours after killings _http
688021039322894336,688021039322894336,5402612,2016-01-15 15:32:53+00:00,"Kosovo war crimes court to be set up in The Hague, Dutch government says _http"
692106491365605376,692106491365605376,16184358,2016-01-26 22:07:00+00:00,Apple announces most profitable quarter in U.S. history—and the end of unprecedented growth _http _http
553586897168392192,553586897168392192,25049056,2015-01-09 16:19:36+00:00,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) _http _http
767698691205410816,767698691205410816,1367531,2016-08-22 12:23:25+00:00,#DonaldTrump's son spoke about his father's decision to visit flood-damaged Louisiana while Pres. Obama played golf. _http
649985459389661184,649985459389661184,807095,2015-10-02 16:33:04+00:00,An openly gay man said that he and his partner met with Pope Francis a day before Kim Davis did _http
693203974388895744,693203974388895744,759251,2016-01-29 22:48:01+00:00,A tiny alpine town in northern Italy just welcomed its first baby in 28 years 🍼👶 _http _http
729647367457230850,729647367457230850,91478624,2016-05-09 12:21:03+00:00,"Leading causes of death in the U.S.:

1. Heart disease
2. Cancer
3. Medical error

_http _http"
636925368927064064,636925368927064064,14294848,2015-08-27 15:36:56+00:00,Actor James Earl Jones is not dead: _http _http
645711628046995462,645711628046995462,454249913,2015-09-20 21:30:23+00:00,Latest starving 'refugees' from #Syria . These guys look like friggin soldiers to me! _http
692498490249891842,692498490249891842,30313925,2016-01-28 00:04:40+00:00,"""An attack on any faith is an attack on all our faiths."" —@POTUS at @user"
692083780123783172,692083780123783172,2884771,2016-01-26 20:36:46+00:00,Actor Abe Vigoda has died at 94 _http _http
544512108885725184,544512108885725184,171802941,2014-12-15 15:19:37+00:00,Paramedics are currently carrying out a number of hostages in #MartinPl. #SydneySiege #9News
614604580601597953,614604580601597953,1917731,2015-06-27 01:22:05+00:00,"WATCH LIVE: As sun goes down, White House lights up rainbow colors to celebrate SCOTUS ruling _http _http"
647168914955243520,647168914955243520,54322823,2015-09-24 22:01:07+00:00,"New CNN/WMUR NH Democratic poll: 

Bernie Sanders 46
Hillary Clinton 30
Joe Biden 14
Martin O'Malley 2

Sept. 17-23, 314 D voters, +/-5.5%"
693141729529184256,693141729529184256,30313925,2016-01-29 18:40:40+00:00,"It's 2016.
Women should earn the same pay as men for doing the same work.
_http #EqualPay _http"
675005503160901632,675005503160901632,426802833,2015-12-10 17:33:47+00:00,"After mass shootings, Obama seeks to expand background checks for gun sales by executive order to bypass Congress _http"
748640007934590976,748640007934590976,759251,2016-06-30 22:11:01+00:00,What's the No. 1 killer of Americans? These rankings have changed little over the years _http _http
706933939953344514,706933939953344514,2302239423,2016-03-07 20:06:00+00:00,Bernie Sanders speaking about institutional racism 👏🏽🙌🏽 _http
544352727971954690,544352727971954690,6017542,2014-12-15 04:46:18+00:00,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @user _http"
693502060545703937,693502060545703937,1367531,2016-01-30 18:32:30+00:00,"@user: ""Bernie is a socialist and he admits it. Hillary is a socialist and she pretends she's not.""
_http"
767561970182598657,767561970182598657,2557521,2016-08-22 03:20:08+00:00,Nothing to see here. Just Nuggets forward Wilson Chandler catching a 350-pound fish: _http _http
611039775856812032,611039775856812032,2097571,2015-06-17 05:16:49+00:00,What's lurking underneath that crispy crust? A KFC customer claims he got a fried rat: _http _http
626901072209121282,626901072209121282,2772991215,2015-07-30 23:43:57+00:00,Everyone mad at Bruce for his sex change but no one gave ashit about that nerd minkus changing into Chanel west coast _http
692078399012130816,692078399012130816,14075928,2016-01-26 20:15:23+00:00,Woman A Leading Authority On What Shouldn’t Be In Poor People’s Grocery Carts _http _http
544381485591982083,544381485591982083,597251143,2014-12-15 06:40:34+00:00,Reports on @user #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.
692630756548591616,692630756548591616,5402612,2016-01-28 08:50:15+00:00,Japan's Economy Minister Akira Amari resigns over corruption allegations  _http
614650850393391104,614650850393391104,1137638220,2015-06-27 04:25:57+00:00,Wow! What a way to end this historic day! _http #LoveWIns #LoveIsLove #EqualityForAll #LGBT _http
662430295254175744,662430295254175744,225235528,2015-11-06 00:44:24+00:00,#OpKKK releases 500+ names and reveals unexpected #PlotTwist _http _http
692014905239666688,692014905239666688,428333,2016-01-26 16:03:05+00:00,Danish lawmakers approve bill allowing seizure of asylum seekers' valuables to help cover expenses. _http
693869818366287872,693869818366287872,14511951,2016-01-31 18:53:50+00:00,"Vanessa Hudgens' father, Gregory Hudgens, dies the night before ""Grease: Live"" _http _http"
614615157730357248,614615157730357248,1917731,2015-06-27 02:04:07+00:00,"WATCH LIVE: As sun goes down, White House lights up rainbow colors to celebrate SCOTUS ruling _http _http"
742012307694223361,742012307694223361,236487888,2016-06-12 15:14:54+00:00,#Orlando Oh look the Muslim shooter was also a Democrat! _http
552792913910833152,552792913910833152,1994321,2015-01-07 11:44:35+00:00,"At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
_http"
614607711368519680,614607711368519680,16374678,2015-06-27 01:34:31+00:00,PHOTO: White House lit in rainbow colors after high court's gay marriage ruling _http _http
622891631293935616,622891631293935616,26900055,2015-07-19 22:11:52+00:00,"#WakeUpAmerica🇺🇸

Who Needs A #Gun Registry 

When #Obama Has All Your Personal Information

_http _http"
672219174463275008,672219174463275008,28785486,2015-12-03 01:01:55+00:00,"Pres. Obama on #SanBernardino: ""We have a pattern now of mass shootings in this country."" _http _http"
693060960001597440,693060960001597440,759251,2016-01-29 13:19:43+00:00,Mark Zuckerberg is now richer than the Koch brothers 💰_http _http
544504183341064192,544504183341064192,22594051,2014-12-15 14:48:08+00:00,"Escaped #SydneySiege hostage, Elly Chen, a top student and skilled sportswoman _http _http"
690042063958732800,690042063958732800,5402612,2016-01-21 05:23:43+00:00,"#AusOpen: British number one Andy Murray beats Australia's Sam Groth 6-0 6-4 6-1 

Scores: _http _http"
692550140754841603,692550140754841603,2557521,2016-01-28 03:29:55+00:00,"Tyronn Lue, the East All-Star coach, has coached 3 games. 

His West counterpart, Gregg Popovich? 1,538 games. _http"
723644048867774464,723644048867774464,16211434,2016-04-22 22:46:00+00:00,Niagara Falls turned purple on the day Prince died: _http _http
544391176137089024,544391176137089024,2097571,2014-12-15 07:19:05+00:00,"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. _http #sydneysiege"
649903655160815616,649903655160815616,759251,2015-10-02 11:08:00+00:00,Vatican says #KimDavis' meeting w/ #PopeFrancis 'should not be considered a form of support.' _http _http
765739657908850688,765739657908850688,377778216,2016-08-17 02:38:55+00:00,"Remember when Trump said ""laziness is a trait in blacks."" _http _http"
767861179951648768,767861179951648768,1367531,2016-08-22 23:09:06+00:00,@user slams @user: “The job of an elected official is to serve the citizens of the U.S.” _http
673581371458199552,673581371458199552,80185804,2015-12-06 19:14:48+00:00,Men from #Pakistan security forces told reporters to stop probing #TashfeenMalik background or face arrest _http
656870311057575936,656870311057575936,91478624,2015-10-21 16:31:00+00:00,The 5 most accurate predictions from the decade-jumping adventures in #BackToTheFuture: _http _http
544517264054423552,544517264054423552,171802941,2014-12-15 15:40:07+00:00,#BREAKING: Police have confirmed that the #SydneySiege is over. #9News
775672628493357057,775672628493357057,26487169,2016-09-13 12:29:00+00:00,Clinton Hides Failing Health? Full Disclosure Now:  Covert Doctors and Nurses _http via @user #MAGA @user
693119705469587456,693119705469587456,28785486,2016-01-29 17:13:09+00:00,NASA astronaut @user captures a beautiful sunrise from aboard the International Space Station. _http
723025600810766336,723025600810766336,2883841,2016-04-21 05:48:31+00:00,#RIPChyna: The WWE icon has passed away at the age of 45. _http _http
681767380305985536,681767380305985536,972651,2015-12-29 09:23:04+00:00,"Sorry, Mark Zuckerberg is not giving $4.5 billion to 1,000 random Facebook users _http _http"
552793679082311680,552793679082311680,16343974,2015-01-07 11:47:38+00:00,"11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: _http _http"
544514564407427072,544514564407427072,1960878613,2014-12-15 15:29:23+00:00,"Police seem relaxed, suggesting all hostages are out and gunman no longer a threat _http #sydneysiege"
665358434351509504,665358434351509504,130294479,2015-11-14 02:39:47+00:00,"BREAKING: 1st load of 10,000 Syrian refugees arrived in New Orleans _http #MakeAmericaGreatAgain _http"
692820029159653377,692820029159653377,14780915,2016-01-28 21:22:21+00:00,"Beck on David Bowie: ""He’s always been a guidepost for me"" _http _http"
715256242990505984,715256242990505984,2836421,2016-03-30 19:15:51+00:00,"JUST IN: Donald Trump tells @user: ""There has to be some form of punishment"" for abortion  _http"
656523458139045889,656523458139045889,1340299952,2015-10-20 17:32:44+00:00,"Is your drug dealer charging you more because of the 5p bag charge?
Let us know! Ring 101 now _http"
693466724822323200,693466724822323200,15012486,2016-01-30 16:12:05+00:00,Audio recordings reveal CPR started 11 minutes after staff found Gynnya McMillen _http _http
693196937172951040,693196937172951040,2557521,2016-01-29 22:20:03+00:00,"""I almost started crying ... but I didn't want them to make me the crying face instead of Jordan."" --Draymond Green

_http"
616311563071434753,616311563071434753,26659703,2015-07-01 18:25:01+00:00,"Apologies if you've already seen a crow riding a bald eagle today.

Image: Phoo Chan 
Story: _http _http"
765859710503378944,765859710503378944,5402612,2016-08-17 10:35:58+00:00,"Top North Korean diplomat who disappeared from London embassy has defected to South Korea, Seoul confirms _http"
693906624776245249,693906624776245249,30313925,2016-01-31 21:20:06+00:00,"Today's the day: If you don't have health insurance, make sure you #GetCovered at _http now! _http"
655432919595548672,655432919595548672,2716396878,2015-10-17 17:19:20+00:00,Thousands of people in China claim they have seen a 'floating city' in the sky _http
672433211604013057,672433211604013057,715044396,2015-12-03 15:12:25+00:00,"Reagan (11 mass shootings)
Bush Sr (12 mass shootings)
Clinton (23 mass shootings)
Bush Jr (16 mass shootings)
Obama (162 mass shootings)"
693811101146963968,693811101146963968,9300262,2016-01-31 15:00:31+00:00,Trump hopes for reversal on same-sex-marriage _http | AP Photo _http
614609560658161664,614609560658161664,16311797,2015-06-27 01:41:52+00:00,The White House is lit like a rainbow tonight in honor of the #SCOTUSMarriage ruling. _http
544271362022338560,544271362022338560,109234928,2014-12-14 23:22:59+00:00,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. _http"
673079581520318464,673079581520318464,434545375,2015-12-05 10:00:52+00:00,Do these look like the faces of a homeless couple caught living in a Walmart attic for 2 years? _http
728038172270198787,728038172270198787,584031440,2016-05-05 01:46:41+00:00,Caitlyn Jenner will pose nude on the Sports Illustrated cover. Nothing says sexy like a 66 year old chick with balls.
672632899921833984,672632899921833984,999453985,2015-12-04 04:25:54+00:00,Why Have There Been More Mass Shootings Under Obama than the 4 Previous Presidents Combined? _http _http
722885778448121857,722885778448121857,14294848,2016-04-20 20:32:54+00:00,"A new transgender bathroom policy at @user is real, and it's fabulous:

_http _http"
659439879701602304,659439879701602304,1229074621,2015-10-28 18:41:33+00:00,"FDA Confiscates Several Thousand Chickens From KFC Farms As Mutations Worsen
_http _http"
691719802499432448,691719802499432448,3646911,2016-01-25 20:30:27+00:00,And Jake makes that one more for Team Kal-El... Let us know which side you're on with '#EmpireBvS'. _http
544289409294553088,544289409294553088,25036511,2014-12-15 00:34:42+00:00,Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. _http
544520042810200064,544520042810200064,442653867,2014-12-15 15:51:09+00:00,"#sydneysiege is over. 2 confirmed dead, #PrayForSydney #PrayForSydneyHostages #Sydney #hostages"
693200309955469312,693200309955469312,14780915,2016-01-29 22:33:27+00:00,"Watch Zayn Malik's surreal ""Pillowtalk"" video, featuring Gigi Hadad _http _http"
544283772569788416,544283772569788416,7587032,2014-12-15 00:12:18+00:00,Live Updates: Siege in Sydney Cafe _http
616481759329427456,616481759329427456,972651,2015-07-02 05:41:19+00:00,"Just a crow riding an eagle, NBD. _http _http"
669613420665159680,669613420665159680,14294848,2015-11-25 20:27:34+00:00,Farting does not burn 67 calories and is not a practical weight loss mechanism: _http _http
760120409429643266,760120409429643266,44945327,2016-08-01 14:30:02+00:00,Pray for parents and school leadership to have wisdom to refuse these After School Satan Clubs! _http
628336948810268673,628336948810268673,770352762,2015-08-03 22:49:37+00:00,Whole Foods tests the limits of yuppie diet fads with new $6 asparagus water - _http _http
544277117039837184,544277117039837184,16834659,2014-12-14 23:45:51+00:00,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84)
688741019979001856,688741019979001856,5402612,2016-01-17 15:13:50+00:00,"US imposes sanctions on Iranian companies and individuals over missile programme, after lifting of nuclear sanctions _http"
644229386149888001,644229386149888001,18284815,2015-09-16 19:20:29+00:00,"Greek customs captured containers of weapons and ammunition going to refugee camps in Europe as ""plastic furniture"" _http"
